country,number_of_hours,low_upper_band,medium_upper_band
Argentina,1,69111,139712
Argentina,2,138221,279424
Argentina,3,207331,419136
Argentina,4,276442,558848
Argentina,5,345552,698559
Argentina,6,414662,838271
Argentina,7,483773,977983
Argentina,8,552883,1117695
Argentina,9,621993,1257407
Argentina,10,691103,1397118
Argentina,11,760214,1536830
Argentina,12,829324,1676542
Argentina,13,898434,1816254
Argentina,14,967545,1955965
Argentina,15,1036655,2095677
Argentina,16,1105765,2235389
Argentina,17,1174875,2375101
Argentina,18,1243986,2514813
Argentina,19,1313096,2654524
Argentina,20,1382206,2794236
Argentina,21,1451317,2933948
Argentina,22,1520427,3073660
Argentina,23,1589537,3213371
Argentina,24,1658648,3353083
Australia,1,100703,203579
Australia,2,201406,407157
Australia,3,302109,610735
Australia,4,402811,814314
Australia,5,503514,1017892
Australia,6,604217,1221470
Australia,7,704919,1425048
Australia,8,805622,1628627
Australia,9,906325,1832205
Australia,10,1007028,2035783
Australia,11,1107730,2239362
Australia,12,1208433,2442940
Australia,13,1309136,2646518
Australia,14,1409838,2850096
Australia,15,1510541,3053675
Australia,16,1611244,3257253
Australia,17,1711947,3460831
Australia,18,1812649,3664410
Australia,19,1913352,3867988
Australia,20,2014055,4071566
Australia,21,2114757,4275144
Australia,22,2215460,4478723
Australia,23,2316163,4682301
Australia,24,2416866,4885879
Austria,1,31759,64203
Austria,2,63518,128406
Austria,3,95277,192609
Austria,4,127036,256812
Austria,5,158795,321015
Austria,6,190553,385218
Austria,7,222312,449421
Austria,8,254071,513624
Austria,9,285830,577826
Austria,10,317589,642029
Austria,11,349347,706232
Austria,12,381106,770435
Austria,13,412865,834638
Austria,14,444624,898841
Austria,15,476383,963044
Austria,16,508142,1027247
Austria,17,539900,1091450
Austria,18,571659,1155652
Austria,19,603418,1219855
Austria,20,635177,1284058
Austria,21,666936,1348261
Austria,22,698694,1412464
Austria,23,730453,1476667
Austria,24,762212,1540870
Bangladesh,1,115271,233029
Bangladesh,2,230542,466058
Bangladesh,3,345813,699087
Bangladesh,4,461084,932116
Bangladesh,5,576355,1165145
Bangladesh,6,691626,1398174
Bangladesh,7,806897,1631203
Bangladesh,8,922167,1864232
Bangladesh,9,1037438,2097261
Bangladesh,10,1152709,2330290
Bangladesh,11,1267980,2563319
Bangladesh,12,1383251,2796348
Bangladesh,13,1498522,3029377
Bangladesh,14,1613793,3262405
Bangladesh,15,1729063,3495434
Bangladesh,16,1844334,3728463
Bangladesh,17,1959605,3961492
Bangladesh,18,2074876,4194521
Bangladesh,19,2190147,4427550
Bangladesh,20,2305418,4660579
Bangladesh,21,2420689,4893608
Bangladesh,22,2535959,5126637
Bangladesh,23,2651230,5359666
Bangladesh,24,2766501,5592695
Belgium,1,33542,67808
Belgium,2,67084,135615
Belgium,3,100626,203422
Belgium,4,134167,271229
Belgium,5,167709,339036
Belgium,6,201251,406844
Belgium,7,234793,474651
Belgium,8,268334,542458
Belgium,9,301876,610265
Belgium,10,335418,678072
Belgium,11,368960,745880
Belgium,12,402501,813687
Belgium,13,436043,881494
Belgium,14,469585,949301
Belgium,15,503126,1017108
Belgium,16,536668,1084916
Belgium,17,570210,1152723
Belgium,18,603752,1220530
Belgium,19,637293,1288337
Belgium,20,670835,1356144
Belgium,21,704377,1423952
Belgium,22,737919,1491759
Belgium,23,771460,1559566
Belgium,24,805002,1627373
Bolivia,1,67324,136100
Bolivia,2,134647,272199
Bolivia,3,201970,408298
Bolivia,4,269293,544397
Bolivia,5,336617,680496
Bolivia,6,403940,816595
Bolivia,7,471263,952694
Bolivia,8,538586,1088793
Bolivia,9,605910,1224892
Bolivia,10,673233,1360992
Bolivia,11,740556,1497091
Bolivia,12,807879,1633190
Bolivia,13,875203,1769289
Bolivia,14,942526,1905388
Bolivia,15,1009849,2041487
Bolivia,16,1077172,2177586
Bolivia,17,1144496,2313685
Bolivia,18,1211819,2449784
Bolivia,19,1279142,2585884
Bolivia,20,1346465,2721983
Bolivia,21,1413788,2858082
Bolivia,22,1481112,2994181
Bolivia,23,1548435,3130280
Bolivia,24,1615758,3266379
Bosnia and Herzegovina,1,111096,224588
Bosnia and Herzegovina,2,222191,449175
Bosnia and Herzegovina,3,333286,673762
Bosnia and Herzegovina,4,444381,898349
Bosnia and Herzegovina,5,555476,1122936
Bosnia and Herzegovina,6,666571,1347524
Bosnia and Herzegovina,7,777666,1572111
Bosnia and Herzegovina,8,888761,1796698
Bosnia and Herzegovina,9,999856,2021285
Bosnia and Herzegovina,10,1110951,2245872
Bosnia and Herzegovina,11,1222046,2470459
Bosnia and Herzegovina,12,1333141,2695047
Bosnia and Herzegovina,13,1444236,2919634
Bosnia and Herzegovina,14,1555331,3144221
Bosnia and Herzegovina,15,1666426,3368808
Bosnia and Herzegovina,16,1777521,3593395
Bosnia and Herzegovina,17,1888616,3817982
Bosnia and Herzegovina,18,1999711,4042570
Bosnia and Herzegovina,19,2110806,4267157
Bosnia and Herzegovina,20,2221901,4491744
Bosnia and Herzegovina,21,2332996,4716331
Bosnia and Herzegovina,22,2444091,4940918
Bosnia and Herzegovina,23,2555186,5165505
Bosnia and Herzegovina,24,2666281,5390093
Brazil,1,20483,41407
Brazil,2,40965,82814
Brazil,3,61448,124221
Brazil,4,81930,165627
Brazil,5,102412,207034
Brazil,6,122895,248441
Brazil,7,143377,289847
Brazil,8,163859,331254
Brazil,9,184342,372661
Brazil,10,204824,414067
Brazil,11,225306,455474
Brazil,12,245789,496881
Brazil,13,266271,538287
Brazil,14,286754,579694
Brazil,15,307236,621101
Brazil,16,327718,662507
Brazil,17,348201,703914
Brazil,18,368683,745321
Brazil,19,389165,786727
Brazil,20,409648,828134
Brazil,21,430130,869541
Brazil,22,450612,910947
Brazil,23,471095,952354
Brazil,24,491577,993761
Bulgaria,1,80234,162199
Bulgaria,2,160468,324397
Bulgaria,3,240701,486596
Bulgaria,4,320935,648794
Bulgaria,5,401169,810993
Bulgaria,6,481402,973191
Bulgaria,7,561636,1135389
Bulgaria,8,641869,1297588
Bulgaria,9,722103,1459786
Bulgaria,10,802337,1621985
Bulgaria,11,882570,1784183
Bulgaria,12,962804,1946382
Bulgaria,13,1043037,2108580
Bulgaria,14,1123271,2270778
Bulgaria,15,1203505,2432977
Bulgaria,16,1283738,2595175
Bulgaria,17,1363972,2757374
Bulgaria,18,1444205,2919572
Bulgaria,19,1524439,3081770
Bulgaria,20,1604673,3243969
Bulgaria,21,1684906,3406167
Bulgaria,22,1765140,3568366
Bulgaria,23,1845374,3730564
Bulgaria,24,1925607,3892763
Burundi,1,50181,101445
Burundi,2,100362,202889
Burundi,3,150543,304333
Burundi,4,200724,405778
Burundi,5,250904,507222
Burundi,6,301085,608666
Burundi,7,351266,710110
Burundi,8,401447,811555
Burundi,9,451627,912999
Burundi,10,501808,1014443
Burundi,11,551989,1115887
Burundi,12,602170,1217332
Burundi,13,652350,1318776
Burundi,14,702531,1420220
Burundi,15,752712,1521664
Burundi,16,802893,1623109
Burundi,17,853073,1724553
Burundi,18,903254,1825997
Burundi,19,953435,1927441
Burundi,20,1003616,2028886
Burundi,21,1053796,2130330
Burundi,22,1103977,2231774
Burundi,23,1154158,2333218
Burundi,24,1204339,2434663
Canada,1,25260,51064
Canada,2,50519,102128
Canada,3,75779,153192
Canada,4,101038,204256
Canada,5,126297,255319
Canada,6,151557,306383
Canada,7,176816,357447
Canada,8,202075,408511
Canada,9,227335,459574
Canada,10,252594,510638
Canada,11,277854,561702
Canada,12,303113,612766
Canada,13,328372,663829
Canada,14,353632,714893
Canada,15,378891,765957
Canada,16,404150,817021
Canada,17,429410,868084
Canada,18,454669,919148
Canada,19,479928,970212
Canada,20,505188,1021276
Canada,21,530447,1072339
Canada,22,555707,1123403
Canada,23,580966,1174467
Canada,24,606225,1225531
Chile,1,66763,134967
Chile,2,133526,269933
Chile,3,200289,404900
Chile,4,267052,539866
Chile,5,333815,674833
Chile,6,400578,809799
Chile,7,467341,944766
Chile,8,534104,1079732
Chile,9,600867,1214698
Chile,10,667630,1349665
Chile,11,734393,1484631
Chile,12,801156,1619598
Chile,13,867919,1754564
Chile,14,934682,1889531
Chile,15,1001445,2024497
Chile,16,1068208,2159463
Chile,17,1134971,2294430
Chile,18,1201734,2429396
Chile,19,1268496,2564363
Chile,20,1335259,2699329
Chile,21,1402022,2834296
Chile,22,1468785,2969262
Chile,23,1535548,3104229
Chile,24,1602311,3239195
China,1,107183,216678
China,2,214366,433356
China,3,321548,650034
China,4,428731,866712
China,5,535914,1083390
China,6,643096,1300068
China,7,750279,1516746
China,8,857462,1733424
China,9,964644,1950102
China,10,1071827,2166780
China,11,1179009,2383458
China,12,1286192,2600136
China,13,1393375,2816814
China,14,1500557,3033492
China,15,1607740,3250170
China,16,1714923,3466848
China,17,1822105,3683525
China,18,1929288,3900203
China,19,2036470,4116881
China,20,2143653,4333559
China,21,2250836,4550237
China,22,2358018,4766915
China,23,2465201,4983593
China,24,2572384,5200271
Colombia,1,32916,66542
Colombia,2,65832,133083
Colombia,3,98747,199624
Colombia,4,131663,266166
Colombia,5,164578,332707
Colombia,6,197494,399248
Colombia,7,230409,465789
Colombia,8,263325,532331
Colombia,9,296240,598872
Colombia,10,329156,665413
Colombia,11,362071,731955
Colombia,12,394987,798496
Colombia,13,427902,865037
Colombia,14,460818,931578
Colombia,15,493733,998120
Colombia,16,526649,1064661
Colombia,17,559565,1131202
Colombia,18,592480,1197744
Colombia,19,625396,1264285
Colombia,20,658311,1330826
Colombia,21,691227,1397367
Colombia,22,724142,1463909
Colombia,23,757058,1530450
Colombia,24,789973,1596991
Costa Rica,1,7470,15101
Costa Rica,2,14940,30201
Costa Rica,3,22409,45301
Costa Rica,4,29879,60401
Costa Rica,5,37348,75501
Costa Rica,6,44818,90602
Costa Rica,7,52287,105702
Costa Rica,8,59757,120802
Costa Rica,9,67226,135902
Costa Rica,10,74696,151002
Costa Rica,11,82165,166102
Costa Rica,12,89635,181203
Costa Rica,13,97104,196303
Costa Rica,14,104574,211403
Costa Rica,15,112043,226503
Costa Rica,16,119513,241603
Costa Rica,17,126982,256703
Costa Rica,18,134452,271804
Costa Rica,19,141921,286904
Costa Rica,20,149391,302004
Costa Rica,21,156860,317104
Costa Rica,22,164330,332204
Costa Rica,23,171799,347304
Costa Rica,24,179269,362405
Croatia,1,49435,99937
Croatia,2,98870,199874
Croatia,3,148305,299810
Croatia,4,197740,399747
Croatia,5,247175,499683
Croatia,6,296610,599620
Croatia,7,346045,699557
Croatia,8,395480,799493
Croatia,9,444915,899430
Croatia,10,494350,999366
Croatia,11,543785,1099303
Croatia,12,593220,1199240
Croatia,13,642655,1299176
Croatia,14,692090,1399113
Croatia,15,741525,1499049
Croatia,16,790960,1598986
Croatia,17,840395,1698923
Croatia,18,889830,1798859
Croatia,19,939265,1898796
Croatia,20,988700,1998732
Croatia,21,1038135,2098669
Croatia,22,1087570,2198606
Croatia,23,1137005,2298542
Croatia,24,1186440,2398479
Cyprus,1,118297,239147
Cyprus,2,236594,478293
Cyprus,3,354891,717439
Cyprus,4,473188,956585
Cyprus,5,591485,1195731
Cyprus,6,709781,1434877
Cyprus,7,828078,1674023
Cyprus,8,946375,1913170
Cyprus,9,1064672,2152316
Cyprus,10,1182969,2391462
Cyprus,11,1301266,2630608
Cyprus,12,1419562,2869754
Cyprus,13,1537859,3108900
Cyprus,14,1656156,3348046
Cyprus,15,1774453,3587193
Cyprus,16,1892750,3826339
Cyprus,17,2011046,4065485
Cyprus,18,2129343,4304631
Cyprus,19,2247640,4543777
Cyprus,20,2365937,4782923
Cyprus,21,2484234,5022069
Cyprus,22,2602531,5261215
Cyprus,23,2720827,5500362
Cyprus,24,2839124,5739508
Czechia,1,83261,168318
Czechia,2,166522,336636
Czechia,3,249782,504954
Czechia,4,333043,673271
Czechia,5,416303,841589
Czechia,6,499564,1009907
Czechia,7,582825,1178224
Czechia,8,666085,1346542
Czechia,9,749346,1514860
Czechia,10,832606,1683178
Czechia,11,915867,1851495
Czechia,12,999128,2019813
Czechia,13,1082388,2188131
Czechia,14,1165649,2356448
Czechia,15,1248909,2524766
Czechia,16,1332170,2693084
Czechia,17,1415431,2861402
Czechia,18,1498691,3029719
Czechia,19,1581952,3198037
Czechia,20,1665212,3366355
Czechia,21,1748473,3534672
Czechia,22,1831734,3702990
Czechia,23,1914994,3871308
Czechia,24,1998255,4039625
Denmark,1,36215,73210
Denmark,2,72429,146420
Denmark,3,108643,219629
Denmark,4,144857,292839
Denmark,5,181071,366049
Denmark,6,217285,439258
Denmark,7,253499,512468
Denmark,8,289713,585677
Denmark,9,325928,658887
Denmark,10,362142,732097
Denmark,11,398356,805306
Denmark,12,434570,878516
Denmark,13,470784,951726
Denmark,14,506998,1024935
Denmark,15,543212,1098145
Denmark,16,579426,1171354
Denmark,17,615640,1244564
Denmark,18,651855,1317774
Denmark,19,688069,1390983
Denmark,20,724283,1464193
Denmark,21,760497,1537403
Denmark,22,796711,1610612
Denmark,23,832925,1683822
Denmark,24,869139,1757031
Ecuador,1,36859,74513
Ecuador,2,73718,149026
Ecuador,3,110577,223539
Ecuador,4,147436,298052
Ecuador,5,184295,372565
Ecuador,6,221153,447078
Ecuador,7,258012,521591
Ecuador,8,294871,596104
Ecuador,9,331730,670617
Ecuador,10,368589,745130
Ecuador,11,405448,819643
Ecuador,12,442306,894156
Ecuador,13,479165,968669
Ecuador,14,516024,1043182
Ecuador,15,552883,1117695
Ecuador,16,589742,1192208
Ecuador,17,626601,1266721
Ecuador,18,663459,1341234
Ecuador,19,700318,1415747
Ecuador,20,737177,1490260
Ecuador,21,774036,1564773
Ecuador,22,810895,1639286
Ecuador,23,847754,1713798
Ecuador,24,884612,1788311
Egypt,1,94266,190566
Egypt,2,188532,381131
Egypt,3,282797,571696
Egypt,4,377063,762261
Egypt,5,471328,952826
Egypt,6,565594,1143391
Egypt,7,659859,1333956
Egypt,8,754125,1524521
Egypt,9,848390,1715086
Egypt,10,942656,1905651
Egypt,11,1036921,2096216
Egypt,12,1131187,2286781
Egypt,13,1225453,2477346
Egypt,14,1319718,2667911
Egypt,15,1413984,2858476
Egypt,16,1508249,3049041
Egypt,17,1602515,3239606
Egypt,18,1696780,3430171
Egypt,19,1791046,3620736
Egypt,20,1885311,3811302
Egypt,21,1979577,4001867
Egypt,22,2073842,4192432
Egypt,23,2168108,4382997
Egypt,24,2262374,4573562
El Salvador,1,38986,78813
El Salvador,2,77972,157625
El Salvador,3,116957,236437
El Salvador,4,155943,315250
El Salvador,5,194928,394062
El Salvador,6,233914,472874
El Salvador,7,272899,551687
El Salvador,8,311885,630499
El Salvador,9,350871,709311
El Salvador,10,389856,788124
El Salvador,11,428842,866936
El Salvador,12,467827,945748
El Salvador,13,506813,1024561
El Salvador,14,545798,1103373
El Salvador,15,584784,1182185
El Salvador,16,623770,1260998
El Salvador,17,662755,1339810
El Salvador,18,701741,1418622
El Salvador,19,740726,1497435
El Salvador,20,779712,1576247
El Salvador,21,818697,1655059
El Salvador,22,857683,1733872
El Salvador,23,896669,1812684
El Salvador,24,935654,1891496
Estonia,1,92385,186764
Estonia,2,184770,373527
Estonia,3,277155,560290
Estonia,4,369540,747054
Estonia,5,461925,933817
Estonia,6,554310,1120580
Estonia,7,646695,1307344
Estonia,8,739080,1494107
Estonia,9,831465,1680870
Estonia,10,923850,1867634
Estonia,11,1016235,2054397
Estonia,12,1108620,2241160
Estonia,13,1201005,2427924
Estonia,14,1293390,2614687
Estonia,15,1385775,2801450
Estonia,16,1478160,2988214
Estonia,17,1570545,3174977
Estonia,18,1662930,3361740
Estonia,19,1755315,3548504
Estonia,20,1847700,3735267
Estonia,21,1940085,3922030
Estonia,22,2032470,4108794
Estonia,23,2124855,4295557
Estonia,24,2217240,4482320
Finland,1,26438,53445
Finland,2,52875,106890
Finland,3,79312,160334
Finland,4,105749,213779
Finland,5,132186,267224
Finland,6,158623,320668
Finland,7,185060,374113
Finland,8,211497,427557
Finland,9,237934,481002
Finland,10,264371,534447
Finland,11,290808,587891
Finland,12,317246,641336
Finland,13,343683,694780
Finland,14,370120,748225
Finland,15,396557,801670
Finland,16,422994,855114
Finland,17,449431,908559
Finland,18,475868,962004
Finland,19,502305,1015448
Finland,20,528742,1068893
Finland,21,555179,1122337
Finland,22,581616,1175782
Finland,23,608054,1229227
Finland,24,634491,1282671
France,1,17038,34442
France,2,34075,68884
France,3,51112,103326
France,4,68149,137768
France,5,85186,172210
France,6,102224,206652
France,7,119261,241094
France,8,136298,275536
France,9,153335,309978
France,10,170372,344420
France,11,187409,378862
France,12,204447,413304
France,13,221484,447746
France,14,238521,482188
France,15,255558,516630
France,16,272595,551072
France,17,289632,585514
France,18,306670,619956
France,19,323707,654397
France,20,340744,688839
France,21,357781,723281
France,22,374818,757723
France,23,391855,792165
France,24,408893,826607
Georgia,1,27064,54712
Georgia,2,54128,109424
Georgia,3,81192,164135
Georgia,4,108256,218847
Georgia,5,135319,273558
Georgia,6,162383,328270
Georgia,7,189447,382981
Georgia,8,216511,437693
Georgia,9,243574,492404
Georgia,10,270638,547116
Georgia,11,297702,601827
Georgia,12,324766,656539
Georgia,13,351830,711250
Georgia,14,378893,765962
Georgia,15,405957,820673
Georgia,16,433021,875385
Georgia,17,460085,930096
Georgia,18,487148,984808
Georgia,19,514212,1039519
Georgia,20,541276,1094231
Georgia,21,568340,1148942
Georgia,22,595404,1203654
Georgia,23,622467,1258365
Georgia,24,649531,1313077
Germany,1,77357,156383
Germany,2,154714,312765
Germany,3,232070,469147
Germany,4,309427,625529
Germany,5,386783,781911
Germany,6,464140,938293
Germany,7,541496,1094675
Germany,8,618853,1251058
Germany,9,696209,1407440
Germany,10,773566,1563822
Germany,11,850922,1720204
Germany,12,928279,1876586
Germany,13,1005635,2032968
Germany,14,1082992,2189350
Germany,15,1160348,2345732
Germany,16,1237705,2502115
Germany,17,1315061,2658497
Germany,18,1392418,2814879
Germany,19,1469774,2971261
Germany,20,1547131,3127643
Germany,21,1624487,3284025
Germany,22,1701844,3440407
Germany,23,1779200,3596789
Germany,24,1856557,3753172
Greece,1,69132,139755
Greece,2,138264,279510
Greece,3,207395,419265
Greece,4,276527,559019
Greece,5,345658,698774
Greece,6,414790,838529
Greece,7,483921,978284
Greece,8,553053,1118038
Greece,9,622184,1257793
Greece,10,691316,1397548
Greece,11,760447,1537302
